Common Name,Scientific Name,Count,State/Province,Date
Mésange charbonnière,Parus major,5,FR-IDF,2026-02-02
Mésange charbonnière,Parus major,20,FR-IDF,2026-02-07
Mésange charbonnière,Parus major,8,FR-IDF,2026-02-08
Mésange charbonnière,Parus major,10,FR-IDF,2026-02-17
Mésange charbonnière,Parus major,6,FR-IDF,2026-02-21
Mésange charbonnière,Parus major,12,FR-IDF,2026-02-28
Mésange charbonnière,Parus major,12,FR-IDF,2026-03-07
Mésange charbonnière,Parus major,3,FR-IDF,2026-03-07
Mésange charbonnière,Parus major,6,FR-IDF,2026-03-09
Mésange charbonnière,Parus major,5,FR-IDF,2026-03-10
Mésange charbonnière,Parus major,12,FR-IDF,2026-03-17
Mésange charbonnière,Parus major,4,FR-IDF,2026-03-21
Mésange charbonnière,Parus major,7,FR-IDF,2026-03-22
Mésange charbonnière,Parus major,4,FR-IDF,2026-04-19
Mésange charbonnière,Parus major,10,FR-IDF,2026-01-18
Mésange charbonnière,Parus major,10,FR-IDF,2026-01-18
Mésange charbonnière,Parus major,20,FR-IDF,2026-02-08
Mésange charbonnière,Parus major,12,FR-IDF,2026-02-08
Mésange charbonnière,Parus major,10,FR-IDF,2026-02-21
Mésange charbonnière,Parus major,2,FR-IDF,2026-02-28
Mésange charbonnière,Parus major,10,FR-IDF,2026-02-28
Mésange charbonnière,Parus major,4,FR-IDF,2025-08-30
Mésange charbonnière,Parus major,4,FR-IDF,2026-03-21
Mésange charbonnière,Parus major,8,FR-IDF,2026-03-07
Mésange charbonnière,Parus major,4,FR-IDF,2026-04-04
Mésange charbonnière,Parus major,4,FR-IDF,2026-04-04
Mésange charbonnière,Parus major,8,FR-IDF,2026-02-28
Mésange charbonnière,Parus major,6,FR-IDF,2026-04-18
Mésange charbonnière,Parus major,2,FR-IDF,2026-04-25
Mésange charbonnière,Parus major,1,FR-IDF,2025-09-02
Mésange charbonnière,Parus major,2,FR-IDF,2025-09-09
Mésange charbonnière,Parus major,1,FR-IDF,2026-03-20
Mésange charbonnière,Parus major,9,FR-IDF,2026-04-04
Mésange charbonnière,Parus major,4,FR-IDF,2025-08-31
Mésange charbonnière,Parus major,4,FR-IDF,2025-09-27
Mésange charbonnière,Parus major,2,FR-IDF,2025-10-06
Mésange charbonnière,Parus major,1,FR-IDF,2025-11-30
Mésange charbonnière,Parus major,3,FR-IDF,2025-12-13
Mésange charbonnière,Parus major,2,FR-IDF,2026-03-02
Mésange charbonnière,Parus major,4,FR-IDF,2026-04-06
Mésange charbonnière,Parus major,2,FR-IDF,2026-04-12
Mésange charbonnière,Parus major,6,FR-IDF,2026-04-12
Mésange charbonnière,Parus major,5,FR-IDF,2026-04-18
Mésange charbonnière,Parus major,5,FR-IDF,2026-04-25
Mésange charbonnière,Parus major,6,FR-IDF,2026-04-04
Mésange charbonnière,Parus major,12,FR-IDF,2026-04-04
Mésange charbonnière,Parus major,4,FR-IDF,2026-04-04
Mésange charbonnière,Parus major,5,FR-IDF,2026-04-06
Mésange charbonnière,Parus major,2,FR-IDF,2026-04-06
Mésange charbonnière,Parus major,4,FR-IDF,2026-04-06
Mésange charbonnière,Parus major,8,FR-IDF,2026-04-26
Mésange d'Asie,Parus cinereus,X,JP-13,2026-05-16
Mésange d'Asie,Parus cinereus,X,JP-13,2026-05-14
Hirondelle de rochers,Ptyonoprogne rupestris,10,FR-OCC,2025-07-26
Hirondelle de rochers,Ptyonoprogne rupestris,X,FR-OCC,2025-07-28
Hirondelle de rochers,Ptyonoprogne rupestris,3,FR-OCC,2025-07-29
Hirondelle rustique,Hirundo rustica,8,FR-OCC,2025-07-30
Hirondelle rustique,Hirundo rustica,X,JP-13,2026-05-17
Hirondelle rustique,Hirundo rustica,10,JP-26,2026-05-19
Hirondelle rustique,Hirundo rustica,X,JP-26,2026-05-19
Hirondelle rustique,Hirundo rustica,X,JP-29,2026-05-23
Hirondelle de fenêtre,Delichon urbicum,X,FR-OCC,2025-07-27
Hirondelle de fenêtre,Delichon urbicum,X,FR-OCC,2025-07-24
Hirondelle de fenêtre,Delichon urbicum,2,FR-IDF,2025-08-31
Hirondelle de fenêtre,Delichon urbicum,5,FR-IDF,2025-08-16
Hirondelle de fenêtre,Delichon urbicum,15,FR-IDF,2025-08-24
Hirondelle de fenêtre,Delichon urbicum,8,FR-IDF,2025-08-17
Hirondelle de Bonaparte,Delichon dasypus,X,JP-13,2026-05-17
Bulbul à oreillons bruns,Hypsipetes amaurotis,X,JP-13,2026-05-16
Bulbul à oreillons bruns,Hypsipetes amaurotis,X,JP-13,2026-05-17
Bulbul à oreillons bruns,Hypsipetes amaurotis,X,JP-13,2026-05-17
Bulbul à oreillons bruns,Hypsipetes amaurotis,X,JP-26,2026-05-19
Bulbul à oreillons bruns,Hypsipetes amaurotis,X,JP-29,2026-05-23
Bulbul à oreillons bruns,Hypsipetes amaurotis,X,JP-13,2026-05-15
Bulbul à oreillons bruns,Hypsipetes amaurotis,2,JP-13,2026-05-14
Pouillot fitis,Phylloscopus trochilus,2,FR-IDF,2026-04-12
Pouillot fitis,Phylloscopus trochilus,1,FR-IDF,2026-04-04
Pouillot fitis,Phylloscopus trochilus,1,FR-IDF,2026-04-06
Pouillot véloce,Phylloscopus collybita,4,FR-OCC,2025-08-01
Pouillot véloce,Phylloscopus collybita,2,FR-OCC,2025-07-30
Pouillot véloce,Phylloscopus collybita,3,FR-OCC,2025-08-02
Pouillot véloce,Phylloscopus collybita,3,FR-OCC,2025-07-29
Pouillot véloce,Phylloscopus collybita,7,FR-OCC,2025-07-31
Pouillot véloce,Phylloscopus collybita,2,FR-OCC,2025-07-31
Pouillot véloce,Phylloscopus collybita,8,FR-OCC,2025-08-01
Pouillot véloce,Phylloscopus collybita,4,FR-IDF,2026-04-18
Pouillot véloce,Phylloscopus collybita,2,FR-IDF,2026-04-26
Pouillot véloce,Phylloscopus collybita,8,FR-IDF,2026-04-12
Pouillot véloce,Phylloscopus collybita,4,FR-IDF,2025-09-06
Pouillot véloce,Phylloscopus collybita,6,FR-IDF,2025-08-23
Pouillot véloce,Phylloscopus collybita,3,FR-IDF,2026-02-28
Pouillot véloce,Phylloscopus collybita,16,FR-IDF,2026-03-21
Pouillot véloce,Phylloscopus collybita,4,FR-IDF,2025-09-29
Pouillot véloce,Phylloscopus collybita,2,FR-IDF,2026-02-07
Pouillot véloce,Phylloscopus collybita,1,FR-IDF,2026-02-28
Pouillot véloce,Phylloscopus collybita,13,FR-IDF,2026-03-07
Pouillot véloce,Phylloscopus collybita,4,FR-IDF,2026-03-07
Pouillot véloce,Phylloscopus collybita,10,FR-IDF,2026-03-09
Pouillot véloce,Phylloscopus collybita,5,FR-IDF,2026-03-10
Pouillot véloce,Phylloscopus collybita,10,FR-IDF,2026-03-17
Pouillot véloce,Phylloscopus collybita,4,FR-IDF,2026-03-21
Pouillot véloce,Phylloscopus collybita,8,FR-IDF,2026-03-22
Pouillot véloce,Phylloscopus collybita,3,FR-IDF,2026-04-19
Pouillot véloce,Phylloscopus collybita,5,FR-IDF,2026-04-21
Pouillot véloce,Phylloscopus collybita,3,FR-IDF,2025-08-23
Pouillot véloce,Phylloscopus collybita,3,FR-IDF,2025-08-30
Pouillot véloce,Phylloscopus collybita,6,FR-IDF,2026-03-21
Pouillot véloce,Phylloscopus collybita,1,FR-IDF,2025-08-24
Pouillot véloce,Phylloscopus collybita,4,FR-IDF,2025-08-24
Pouillot véloce,Phylloscopus collybita,9,FR-IDF,2026-03-07
Pouillot véloce,Phylloscopus collybita,1,FR-IDF,2026-04-04
Pouillot véloce,Phylloscopus collybita,5,FR-IDF,2026-04-06
Pouillot véloce,Phylloscopus collybita,6,FR-IDF,2026-04-26
Pouillot véloce,Phylloscopus collybita,6,FR-IDF,2026-04-18
Pouillot véloce,Phylloscopus collybita,6,FR-IDF,2026-04-25
Pouillot véloce,Phylloscopus collybita,1,FR-IDF,2025-09-02
Pouillot véloce,Phylloscopus collybita,3,FR-IDF,2025-08-16
Pouillot véloce,Phylloscopus collybita,3,FR-IDF,2025-08-17
Pouillot véloce,Phylloscopus collybita,6,FR-IDF,2025-08-24
Pouillot véloce,Phylloscopus collybita,7,FR-IDF,2026-04-04
Pouillot véloce,Phylloscopus collybita,1,FR-IDF,2026-03-02
Pouillot véloce,Phylloscopus collybita,4,FR-IDF,2026-04-06
Pouillot véloce,Phylloscopus collybita,2,FR-IDF,2026-04-12
Pouillot véloce,Phylloscopus collybita,16,FR-IDF,2026-04-12
Pouillot véloce,Phylloscopus collybita,6,FR-IDF,2026-04-12
Pouillot véloce,Phylloscopus collybita,8,FR-IDF,2026-04-18
Pouillot véloce,Phylloscopus collybita,5,FR-IDF,2026-04-25
Pouillot véloce,Phylloscopus collybita,11,FR-IDF,2026-04-04
Pouillot véloce,Phylloscopus collybita,6,FR-IDF,2026-04-04
Pouillot véloce,Phylloscopus collybita,6,FR-IDF,2026-04-06
Pouillot véloce,Phylloscopus collybita,4,FR-IDF,2026-04-06
Pouillot véloce,Phylloscopus collybita,8,FR-IDF,2026-04-06
Pouillot véloce,Phylloscopus collybita,12,FR-IDF,2026-04-26
Bouscarle chanteuse,Horornis diphone,X,JP-13,2026-05-17
Bouscarle chanteuse,Horornis diphone,X,JP-13,2026-05-17
Bouscarle chanteuse,Horornis diphone,X,JP-26,2026-05-19
Bouscarle chanteuse,Horornis diphone,X,JP-29,2026-05-23
Orite à longue queue,Aegithalos caudatus,1,FR-OCC,2025-08-02
Orite à longue queue,Aegithalos caudatus,1,FR-OCC,2025-08-01
Orite à longue queue,Aegithalos caudatus,6,FR-IDF,2026-02-28
Orite à longue queue,Aegithalos caudatus,2,FR-IDF,2026-03-21
Orite à longue queue,Aegithalos caudatus,1,FR-IDF,2025-09-29
Orite à longue queue,Aegithalos caudatus,6,FR-IDF,2025-11-18
Orite à longue queue,Aegithalos caudatus,20,FR-IDF,2025-11-24
Orite à longue queue,Aegithalos caudatus,16,FR-IDF,2026-01-17
Orite à longue queue,Aegithalos caudatus,4,FR-IDF,2026-01-18
Orite à longue queue,Aegithalos caudatus,4,FR-IDF,2026-01-18
Orite à longue queue,Aegithalos caudatus,4,FR-IDF,2026-01-19
Orite à longue queue,Aegithalos caudatus,15,FR-IDF,2026-02-07
Orite à longue queue,Aegithalos caudatus,1,FR-IDF,2026-02-17
Orite à longue queue,Aegithalos caudatus,4,FR-IDF,2026-02-28
Orite à longue queue,Aegithalos caudatus,2,FR-IDF,2026-03-09
Orite à longue queue,Aegithalos caudatus,5,FR-IDF,2026-03-22
Orite à longue queue,Aegithalos caudatus,3,FR-IDF,2026-04-19
Orite à longue queue,Aegithalos caudatus,18,FR-IDF,2026-02-08
Orite à longue queue,Aegithalos caudatus,2,FR-IDF,2026-02-28
Orite à longue queue,Aegithalos caudatus,2,FR-IDF,2026-02-28
Orite à longue queue,Aegithalos caudatus,2,FR-IDF,2026-02-28
Orite à longue queue,Aegithalos caudatus,3,FR-IDF,2026-04-25
Orite à longue queue,Aegithalos caudatus,2,FR-IDF,2026-04-06
Orite à longue queue,Aegithalos caudatus,4,FR-IDF,2026-04-04
Fauvette à tête noire,Sylvia atricapilla,X,FR-OCC,2025-07-26
Fauvette à tête noire,Sylvia atricapilla,X,FR-OCC,2025-07-26
Fauvette à tête noire,Sylvia atricapilla,1,FR-OCC,2025-08-01
Fauvette à tête noire,Sylvia atricapilla,2,FR-IDF,2026-04-12
Fauvette à tête noire,Sylvia atricapilla,1,FR-IDF,2026-02-28
Fauvette à tête noire,Sylvia atricapilla,4,FR-IDF,2026-02-28
Fauvette à tête noire,Sylvia atricapilla,2,FR-IDF,2026-03-21
Fauvette à tête noire,Sylvia atricapilla,1,FR-IDF,2025-09-08
Fauvette à tête noire,Sylvia atricapilla,1,FR-IDF,2025-09-14
Fauvette à tête noire,Sylvia atricapilla,1,FR-IDF,2026-02-02
Fauvette à tête noire,Sylvia atricapilla,1,FR-IDF,2026-02-07
Fauvette à tête noire,Sylvia atricapilla,1,FR-IDF,2026-02-08
Fauvette à tête noire,Sylvia atricapilla,3,FR-IDF,2026-03-07
Fauvette à tête noire,Sylvia atricapilla,2,FR-IDF,2026-03-09
Fauvette à tête noire,Sylvia atricapilla,1,FR-IDF,2026-03-17
Fauvette à tête noire,Sylvia atricapilla,1,FR-IDF,2026-03-21
Fauvette à tête noire,Sylvia atricapilla,4,FR-IDF,2026-04-19
Fauvette à tête noire,Sylvia atricapilla,1,FR-IDF,2026-01-18
Fauvette à tête noire,Sylvia atricapilla,1,FR-IDF,2026-01-18
Fauvette à tête noire,Sylvia atricapilla,1,FR-IDF,2026-02-08
Fauvette à tête noire,Sylvia atricapilla,3,FR-IDF,2026-03-07
Fauvette à tête noire,Sylvia atricapilla,2,FR-IDF,2026-04-04
Fauvette à tête noire,Sylvia atricapilla,2,FR-IDF,2026-04-06
Fauvette à tête noire,Sylvia atricapilla,4,FR-IDF,2026-04-26
Fauvette à tête noire,Sylvia atricapilla,2,FR-IDF,2026-02-28
Fauvette à tête noire,Sylvia atricapilla,2,FR-IDF,2026-04-18
Fauvette à tête noire,Sylvia atricapilla,5,FR-IDF,2026-04-25
Fauvette à tête noire,Sylvia atricapilla,3,FR-IDF,2026-04-04
Fauvette à tête noire,Sylvia atricapilla,2,FR-IDF,2026-04-06
Fauvette à tête noire,Sylvia atricapilla,5,FR-IDF,2026-04-12
Fauvette à tête noire,Sylvia atricapilla,3,FR-IDF,2026-04-12
Fauvette à tête noire,Sylvia atricapilla,3,FR-IDF,2026-04-18
Fauvette à tête noire,Sylvia atricapilla,5,FR-IDF,2026-04-25
Fauvette à tête noire,Sylvia atricapilla,2,FR-IDF,2026-04-04
Fauvette à tête noire,Sylvia atricapilla,10,FR-IDF,2026-04-04
Fauvette à tête noire,Sylvia atricapilla,4,FR-IDF,2026-04-04
Fauvette à tête noire,Sylvia atricapilla,4,FR-IDF,2026-04-06
Fauvette à tête noire,Sylvia atricapilla,2,FR-IDF,2026-04-06
Fauvette à tête noire,Sylvia atricapilla,5,FR-IDF,2026-04-06
Fauvette à tête noire,Sylvia atricapilla,7,FR-IDF,2026-04-26
Fauvette mélanocéphale,Curruca melanocephala,2,ES-CT,2025-10-11
Zostérops du Japon,Zosterops japonicus,X,JP-26,2026-05-19
Zostérops du Japon,Zosterops japonicus,X,JP-13,2026-05-15
Léiothrix jaune,Leiothrix lutea,X,JP-13,2026-05-17
Garrulaxe hoamy,Garrulax canorus,X,JP-13,2026-05-17
Roitelet huppé,Regulus regulus,3,FR-OCC,2025-08-01
Roitelet huppé,Regulus regulus,1,FR-OCC,2025-07-29
Roitelet huppé,Regulus regulus,2,FR-OCC,2025-07-31
Roitelet huppé,Regulus regulus,1,FR-OCC,2025-08-01
Roitelet huppé,Regulus regulus,1,FR-IDF,2026-02-28
Roitelet huppé,Regulus regulus,1,FR-IDF,2025-11-18
Roitelet huppé,Regulus regulus,2,FR-IDF,2025-11-24
Roitelet huppé,Regulus regulus,1,FR-IDF,2026-02-02
Roitelet huppé,Regulus regulus,1,FR-IDF,2026-02-17
Roitelet huppé,Regulus regulus,4,FR-IDF,2026-01-18
Roitelet huppé,Regulus regulus,3,FR-IDF,2026-02-08
Roitelet à triple bandeau,Regulus ignicapilla,1,FR-OCC,2025-08-02
Roitelet à triple bandeau,Regulus ignicapilla,2,ES-CT,2025-10-10
Roitelet à triple bandeau,Regulus ignicapilla,2,FR-IDF,2026-02-28
Roitelet à triple bandeau,Regulus ignicapilla,1,FR-IDF,2026-02-28
Roitelet à triple bandeau,Regulus ignicapilla,2,FR-IDF,2026-02-28
Roitelet à triple bandeau,Regulus ignicapilla,4,FR-IDF,2026-03-21
Roitelet à triple bandeau,Regulus ignicapilla,2,FR-IDF,2025-09-08
Roitelet à triple bandeau,Regulus ignicapilla,1,FR-IDF,2025-12-16
Roitelet à triple bandeau,Regulus ignicapilla,2,FR-IDF,2026-01-19
Roitelet à triple bandeau,Regulus ignicapilla,1,FR-IDF,2026-02-02
Roitelet à triple bandeau,Regulus ignicapilla,2,FR-IDF,2026-02-07
Roitelet à triple bandeau,Regulus ignicapilla,2,FR-IDF,2026-02-17
Roitelet à triple bandeau,Regulus ignicapilla,2,FR-IDF,2026-02-21
Roitelet à triple bandeau,Regulus ignicapilla,5,FR-IDF,2026-03-07
Roitelet à triple bandeau,Regulus ignicapilla,1,FR-IDF,2026-03-07
Roitelet à triple bandeau,Regulus ignicapilla,6,FR-IDF,2026-03-09
Roitelet à triple bandeau,Regulus ignicapilla,5,FR-IDF,2026-03-10
Roitelet à triple bandeau,Regulus ignicapilla,6,FR-IDF,2026-03-17
Roitelet à triple bandeau,Regulus ignicapilla,2,FR-IDF,2026-03-22
Roitelet à triple bandeau,Regulus ignicapilla,2,FR-IDF,2026-01-18
Roitelet à triple bandeau,Regulus ignicapilla,6,FR-IDF,2026-02-08
Roitelet à triple bandeau,Regulus ignicapilla,2,FR-IDF,2026-02-08
Roitelet à triple bandeau,Regulus ignicapilla,1,FR-IDF,2026-02-28
Roitelet à triple bandeau,Regulus ignicapilla,2,FR-IDF,2026-03-21
Roitelet à triple bandeau,Regulus ignicapilla,2,FR-IDF,2026-03-07
Roitelet à triple bandeau,Regulus ignicapilla,4,FR-IDF,2026-04-06
Roitelet à triple bandeau,Regulus ignicapilla,3,FR-IDF,2026-02-28
Roitelet à triple bandeau,Regulus ignicapilla,2,FR-IDF,2026-04-12
Roitelet à triple bandeau,Regulus ignicapilla,8,FR-IDF,2026-04-04
Roitelet à triple bandeau,Regulus ignicapilla,2,FR-IDF,2026-04-06
Roitelet à triple bandeau,Regulus ignicapilla,2,FR-IDF,2026-04-06
Sittelle torchepot,Sitta europaea,1,FR-OCC,2025-07-31
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-04-12
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-02-28
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-02-28
Sittelle torchepot,Sitta europaea,2,FR-IDF,2026-02-28
Sittelle torchepot,Sitta europaea,4,FR-IDF,2026-03-21
Sittelle torchepot,Sitta europaea,1,FR-IDF,2025-12-16
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-01-17
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-02-02
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-02-07
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-02-17
Sittelle torchepot,Sitta europaea,2,FR-IDF,2026-02-21
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-02-28
Sittelle torchepot,Sitta europaea,4,FR-IDF,2026-03-07
Sittelle torchepot,Sitta europaea,2,FR-IDF,2026-03-07
Sittelle torchepot,Sitta europaea,6,FR-IDF,2026-03-09
Sittelle torchepot,Sitta europaea,3,FR-IDF,2026-03-17
Sittelle torchepot,Sitta europaea,2,FR-IDF,2026-03-21
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-04-19
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-04-21
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-01-18
Sittelle torchepot,Sitta europaea,3,FR-IDF,2026-02-08
Sittelle torchepot,Sitta europaea,2,FR-IDF,2026-02-08
Sittelle torchepot,Sitta europaea,4,FR-IDF,2026-03-21
Sittelle torchepot,Sitta europaea,2,FR-IDF,2026-03-07
Sittelle torchepot,Sitta europaea,3,FR-IDF,2026-04-18
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-04-25
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-04-04
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-04-12
Sittelle torchepot,Sitta europaea,3,FR-IDF,2026-04-04
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-04-04
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-04-06
Sittelle torchepot,Sitta europaea,2,FR-IDF,2026-04-06
Sittelle torchepot,Sitta europaea,1,FR-IDF,2026-04-26
Grimpereau des bois,Certhia familiaris,1,FR-OCC,2025-08-01
Grimpereau des bois,Certhia familiaris,3,FR-OCC,2025-07-29
Grimpereau des jardins,Certhia brachydactyla,1,FR-OCC,2025-08-01
Grimpereau des jardins,Certhia brachydactyla,4,FR-OCC,2025-08-02
Grimpereau des jardins,Certhia brachydactyla,1,ES-CT,2025-10-11
Grimpereau des jardins,Certhia brachydactyla,2,FR-BFC,2025-08-11
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-04-12
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-02-28
Grimpereau des jardins,Certhia brachydactyla,4,FR-IDF,2026-03-21
Grimpereau des jardins,Certhia brachydactyla,1,FR-IDF,2025-08-31
Grimpereau des jardins,Certhia brachydactyla,5,FR-IDF,2025-09-08
Grimpereau des jardins,Certhia brachydactyla,8,FR-IDF,2025-09-29
Grimpereau des jardins,Certhia brachydactyla,1,FR-IDF,2025-11-03
Grimpereau des jardins,Certhia brachydactyla,3,FR-IDF,2025-11-18
Grimpereau des jardins,Certhia brachydactyla,5,FR-IDF,2025-11-24
Grimpereau des jardins,Certhia brachydactyla,5,FR-IDF,2025-12-05
Grimpereau des jardins,Certhia brachydactyla,5,FR-IDF,2025-12-08
Grimpereau des jardins,Certhia brachydactyla,5,FR-IDF,2025-12-16
Grimpereau des jardins,Certhia brachydactyla,8,FR-IDF,2026-01-17
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-01-19
Grimpereau des jardins,Certhia brachydactyla,1,FR-IDF,2026-01-25
Grimpereau des jardins,Certhia brachydactyla,1,FR-IDF,2026-01-30
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-01-31
Grimpereau des jardins,Certhia brachydactyla,8,FR-IDF,2026-02-07
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-02-08
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-02-17
Grimpereau des jardins,Certhia brachydactyla,3,FR-IDF,2026-02-21
Grimpereau des jardins,Certhia brachydactyla,3,FR-IDF,2026-02-28
Grimpereau des jardins,Certhia brachydactyla,4,FR-IDF,2026-03-07
Grimpereau des jardins,Certhia brachydactyla,4,FR-IDF,2026-03-09
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-03-21
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-03-22
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-04-19
Grimpereau des jardins,Certhia brachydactyla,1,FR-IDF,2026-04-21
Grimpereau des jardins,Certhia brachydactyla,8,FR-IDF,2026-01-18
Grimpereau des jardins,Certhia brachydactyla,6,FR-IDF,2026-01-18
Grimpereau des jardins,Certhia brachydactyla,13,FR-IDF,2026-02-08
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-02-08
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-02-21
Grimpereau des jardins,Certhia brachydactyla,5,FR-IDF,2026-02-28
Grimpereau des jardins,Certhia brachydactyla,1,FR-IDF,2025-08-23
Grimpereau des jardins,Certhia brachydactyla,1,FR-IDF,2025-08-30
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-03-21
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-03-07
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-04-04
Grimpereau des jardins,Certhia brachydactyla,1,FR-IDF,2026-04-04
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-04-18
Grimpereau des jardins,Certhia brachydactyla,1,FR-IDF,2026-04-25
Grimpereau des jardins,Certhia brachydactyla,4,FR-IDF,2026-04-04
Grimpereau des jardins,Certhia brachydactyla,1,FR-IDF,2025-08-31
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-04-06
Grimpereau des jardins,Certhia brachydactyla,1,FR-IDF,2026-04-25
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-04-04
Grimpereau des jardins,Certhia brachydactyla,5,FR-IDF,2026-04-04
Grimpereau des jardins,Certhia brachydactyla,2,FR-IDF,2026-04-04
Grimpereau des jardins,Certhia brachydactyla,3,FR-IDF,2026-04-06
Grimpereau des jardins,Certhia brachydactyla,3,FR-IDF,2026-04-26
Troglodyte mignon,Troglodytes troglodytes,1,FR-OCC,2025-08-01
Troglodyte mignon,Troglodytes troglodytes,1,FR-OCC,2025-07-29
Troglodyte mignon,Troglodytes troglodytes,2,FR-IDF,2026-04-18
Troglodyte mignon,Troglodytes troglodytes,3,FR-IDF,2026-02-28
Troglodyte mignon,Troglodytes troglodytes,3,FR-IDF,2026-02-28
Troglodyte mignon,Troglodytes troglodytes,6,FR-IDF,2026-02-28
Troglodyte mignon,Troglodytes troglodytes,4,FR-IDF,2026-03-21
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2025-08-31
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2025-11-03
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2025-11-18
Troglodyte mignon,Troglodytes troglodytes,2,FR-IDF,2025-12-16
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2026-01-07
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2026-01-17
Troglodyte mignon,Troglodytes troglodytes,2,FR-IDF,2026-01-19
Troglodyte mignon,Troglodytes troglodytes,2,FR-IDF,2026-02-02
Troglodyte mignon,Troglodytes troglodytes,5,FR-IDF,2026-02-07
Troglodyte mignon,Troglodytes troglodytes,3,FR-IDF,2026-02-08
Troglodyte mignon,Troglodytes troglodytes,2,FR-IDF,2026-02-17
Troglodyte mignon,Troglodytes troglodytes,3,FR-IDF,2026-02-21
Troglodyte mignon,Troglodytes troglodytes,3,FR-IDF,2026-02-28
Troglodyte mignon,Troglodytes troglodytes,6,FR-IDF,2026-03-07
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2026-03-07
Troglodyte mignon,Troglodytes troglodytes,4,FR-IDF,2026-03-09
Troglodyte mignon,Troglodytes troglodytes,2,FR-IDF,2026-03-10
Troglodyte mignon,Troglodytes troglodytes,5,FR-IDF,2026-03-17
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2026-03-22
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2026-04-21
Troglodyte mignon,Troglodytes troglodytes,2,FR-IDF,2026-01-18
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2026-02-28
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2025-08-30
Troglodyte mignon,Troglodytes troglodytes,8,FR-IDF,2026-03-07
Troglodyte mignon,Troglodytes troglodytes,2,FR-IDF,2026-04-26
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2026-02-28
Troglodyte mignon,Troglodytes troglodytes,2,FR-IDF,2026-04-18
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2026-04-25
Troglodyte mignon,Troglodytes troglodytes,2,FR-IDF,2026-04-04
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2025-09-27
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2025-11-11
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2026-03-02
Troglodyte mignon,Troglodytes troglodytes,2,FR-IDF,2026-04-06
Troglodyte mignon,Troglodytes troglodytes,2,FR-IDF,2026-04-12
Troglodyte mignon,Troglodytes troglodytes,6,FR-IDF,2026-04-12
Troglodyte mignon,Troglodytes troglodytes,1,FR-IDF,2026-04-12
Troglodyte mignon,Troglodytes troglodytes,4,FR-IDF,2026-04-18
Troglodyte mignon,Troglodytes troglodytes,4,FR-IDF,2026-04-25
Troglodyte mignon,Troglodytes troglodytes,6,FR-IDF,2026-04-04
Troglodyte mignon,Troglodytes troglodytes,2,FR-IDF,2026-04-04
